"","Cgigas_KEGGID","Day","modColor","KEGGID_pathway","pathway.name","Num.genes.all","Num.genes.exp","Gene.IDs","Rich_factor","pvalue","log10_pvalue","qvalue","Cvirginica_TranscriptID","Cvirginica_GeneID","Cvirginica_Protein_name","Annotation_GO_ID","Cvirginica_length","Airradians_TranscriptID"
"1","crg:105330764","Day2","green","crg04068","FoxO signaling pathway",78,6,"105330764",0.0769230769230769,0.000823017669751721,3.08459084061605,0.0238530534211441,"XM_022437001.1","LOC111103611"," G1/S-specific cyclin-D2-like","GO:0005634",291,"evm.model.Contig368.61"
"2","crg:105326700","Day2","green","crg04068","FoxO signaling pathway",78,6,"105326700",0.0769230769230769,0.000823017669751721,3.08459084061605,0.0238530534211441,"XM_022461642.1","LOC111120717"," Krueppel-like factor 3","GO:0003674",413,"evm.model.Contig421.37"
"3","crg:105339902","Day2","green","crg04068","FoxO signaling pathway",78,6,"105339902",0.0769230769230769,0.000823017669751721,3.08459084061605,0.0238530534211441,"XM_022483137.1","LOC111134248"," catalase-like","GO:0006520;GO:0006950;GO:0009056;GO:0016491;GO:0034641;GO:0051186",511,"evm.model.Contig74753.1"
"4","crg:105339902","Day2","green","crg04068","FoxO signaling pathway",78,6,"105339902",0.0769230769230769,0.000823017669751721,3.08459084061605,0.0238530534211441,"XM_022483137.1","LOC111134248"," catalase-like","GO:0006520;GO:0006950;GO:0009056;GO:0016491;GO:0034641;GO:0051186",511,"evm.model.Contig1487.9"
"5","crg:105339902","Day2","green","crg04068","FoxO signaling pathway",78,6,"105339902",0.0769230769230769,0.000823017669751721,3.08459084061605,0.0238530534211441,"XM_022483137.1","LOC111134248"," catalase-like","GO:0006520;GO:0006950;GO:0009056;GO:0016491;GO:0034641;GO:0051186",511,"evm.model.Contig1487.10"
"6","crg:105326051","Day2","green","crg04068","FoxO signaling pathway",78,6,"105326051",0.0769230769230769,0.000823017669751721,3.08459084061605,0.0238530534211441,"XM_022484022.1","LOC111134713"," phosphoenolpyruvate carboxykinase, cytosolic [GTP]-like","GO:0005975;GO:0006091;GO:0009058;GO:0016829;GO:0043167;GO:0044281",661,"evm.model.Contig644.54.2"
"7","crg:105329475","Day2","green","crg04068","FoxO signaling pathway",78,6,"105329475",0.0769230769230769,0.000823017669751721,3.08459084061605,0.0238530534211441,"XM_022460480.1","LOC111119905"," protein enhancer of sevenless 2B-like","GO:0003674;GO:0007165",218,"evm.model.Contig104.225"
"8","crg:105329475","Day2","green","crg04068","FoxO signaling pathway",78,6,"105329475",0.0769230769230769,0.000823017669751721,3.08459084061605,0.0238530534211441,"XM_022460480.1","LOC111119905"," protein enhancer of sevenless 2B-like","GO:0003674;GO:0007165",218,"evm.model.Contig104.223"
"9","crg:105329475","Day2","green","crg04068","FoxO signaling pathway",78,6,"105329475",0.0769230769230769,0.000823017669751721,3.08459084061605,0.0238530534211441,"XM_022460480.1","LOC111119905"," protein enhancer of sevenless 2B-like","GO:0003674;GO:0007165",218,"evm.model.Contig104.224"
"10","crg:105340555","Day2","green","crg04068","FoxO signaling pathway",78,6,"105340555",0.0769230769230769,0.000823017669751721,3.08459084061605,0.0238530534211441,"XM_022460482.1","LOC111119907"," serine/threonine-protein kinase PLK1-like","GO:0006464;GO:0016301;GO:0043167",668,"evm.model.Contig450.25"
"11","crg:105333460","Day2","green","crg04310","Wnt signaling pathway",109,7,"105333460",0.0642201834862385,0.000888643166670073,3.05127259432351,0.0238530534211441,"XM_022480830.1","LOC111132898"," E3 ubiquitin-protein ligase SIAH1-like","GO:0005634;GO:0009056;GO:0043167;GO:0048856",270,"evm.model.Contig82.120"
