"","Protein_name","Airradians.TranscriptID","baseMeanNAIVE_control","baseMeanHABITUATED_control","baseMeanNAIVE_response","baseMeanHABITUATED_response","ControlRatio","ResponseRatio","Frontloaded_criteria","Cvirginica_TranscriptID","Cvirginica_GeneID","Cgigas_KEGGID","Annotation_GO_ID","Cvirginica_length"
"1"," 2-oxoisovalerate dehydrogenase subunit beta, mitochondrial-like","evm.model.Contig223.93",10.2622217564615,10.3887981186847,10.4581987474572,10.5235399563222,1.01233420649321,0.993987794681829,"frontloaded","XM_022437615.1","LOC111103958","crg:105348639","GO:0003674",322
"2"," 26S proteasome non-ATPase regulatory subunit 1-like","evm.model.Contig632.32_evm.model.Contig632.37",11.7794295494523,11.9433758943667,11.7503146220574,11.8074468956634,1.01391802075186,0.991068479304775,"frontloaded","XM_022488197.1","LOC111136988","crg:105330688","GO:0005622;GO:0009056;GO:0030234;GO:0032991",983
"3"," 26S proteasome non-ATPase regulatory subunit 14","evm.model.Contig141.73",11.0328914625065,11.1881741169161,11.039349736851,11.0848913846664,1.01407452025948,0.990188957701045,"frontloaded","XM_022443918.1","LOC111108200","crg:105329473;crg:105338045","GO:0003674",311
"4"," 3-ketoacyl-CoA thiolase, mitochondrial-like","evm.model.Contig82.108",10.9350939247625,11.1397388133857,10.9186135995421,11.0386332860391,1.01871450670943,0.992419566710152,"frontloaded","XM_022473280.1","LOC111127947","crg:105320064","GO:0016746",400
"5"," 33 kDa inner dynein arm light chain, axonemal-like","evm.model.Contig1021.15",12.1389064476137,12.2764448767643,12.2806855075388,12.4093860688135,1.01133038052021,0.999159064312269,"frontloaded","XM_022488315.1","LOC111137068","crg:105333630","",257
"6"," 39S ribosomal protein L11, mitochondrial-like","evm.model.Contig53.28",9.97610656439495,10.0852042977793,9.94244200160732,10.0217842687736,1.01093590296777,0.997076230011156,"frontloaded","XM_022477994.1","LOC111130763","crg:105319619","GO:0003735;GO:0005840;GO:0006412;GO:0042254",200
"7"," 39S ribosomal protein L30, mitochondrial-like","evm.model.Contig224.62",10.2217464869707,10.2747918553455,10.2462509214082,10.2277346499442,1.00518946233331,0.993039532261774,"frontloaded","XM_022470085.1","LOC111125877","crg:105327405","GO:0003735;GO:0005840;GO:0006412;GO:0042254",246
"8"," 39S ribosomal protein L43, mitochondrial-like","evm.model.Contig928.49",9.81200539961255,9.84609078738019,10.0034107367944,10.0059949244745,1.00347384519061,0.996795616998095,"frontloaded","XM_022487843.1","LOC111136749","crg:105321424","GO:0003735;GO:0005840;GO:0006412;GO:0042254",190
"9"," 46 kDa FK506-binding nuclear protein-like","evm.model.Contig1235.4",10.7577389007235,10.8963079362994,10.6650778761446,10.6971118168734,1.01288086993509,0.990248368888162,"frontloaded","XM_022479280.1","LOC111131654","crg:105347538","",439
"10"," A disintegrin and metalloproteinase with thrombospondin motifs gon-1-like","evm.model.Contig57.130",9.96994009665509,10.1730235040994,10.1085461689936,10.120548182558,1.02036957147941,0.981200676213225,"frontloaded","XM_022434292.1","LOC111101710","crg:105326325","GO:0008233",1042
"11"," acylamino-acid-releasing enzyme-like","evm.model.Contig347.73",9.70384901553401,9.96366077796881,9.66031242291663,9.8980097777099,1.02677409366313,0.997888008628699,"frontloaded","XM_022445579.1","LOC111109462","crg:105317255;crg:105329391","GO:0008233",709
"12"," adenylate kinase 7-like","evm.model.Contig132.129",11.728673847061,11.9119788659444,11.7695328861032,11.9232686562835,1.01562879326969,0.997472883623293,"frontloaded","XM_022477192.1","LOC111130301","crg:105348169","GO:0016301;GO:0034641;GO:0043167;GO:0044281",704
"13"," adenylate kinase 9-like","evm.model.Contig429.53",11.7232121902421,11.9698225768581,11.900893719403,12.0204008843813,1.02103607634273,0.989232298583197,"frontloaded","XM_022437003.1","LOC111103614","crg:105318231","GO:0016301;GO:0034641;GO:0043167",1983
"14"," adenylate kinase isoenzyme 5-like","evm.model.Contig313.80",11.3694916116524,11.5551019613005,11.5162456326566,11.6742058341822,1.01632529896569,0.997432902851006,"frontloaded","XM_022465618.1","LOC111123342","crg:105334927","GO:0016301;GO:0034641;GO:0043167",994
"15"," adenylate kinase isoenzyme 5-like","evm.model.Contig313.81",9.77865728261175,9.95150204885509,9.89412610636444,9.9683346181211,1.01767571571924,0.990001278186729,"frontloaded","XM_022465618.1","LOC111123342","crg:105334927","GO:0016301;GO:0034641;GO:0043167",994
"16"," adenylyl cyclase-associated protein 1-like","evm.model.Contig322.11",12.0053179159923,12.1946974757961,11.970415771524,12.044292564897,1.01577463929976,0.990546107103243,"frontloaded","XM_022478479.1","LOC111131100","crg:105328361","GO:0000902;GO:0007010;GO:0008092",617
"17"," advillin-like","evm.model.Contig765.62",10.0043060944805,10.2278198788935,10.0684270500919,9.97686439532341,1.02234175786928,0.969251187005607,"frontloaded","XM_022478351.1","LOC111131028","crg:105344333","GO:0007010;GO:0008092",935
"18"," alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C-like","evm.model.Contig1165.4",10.4440146109986,10.6271804962595,10.697598507811,10.7475371111538,1.01753788098573,0.987352142549336,"frontloaded","XM_022489837.1","LOC111138032","crg:105342679","",498
"19"," alpha-ketoglutarate-dependent dioxygenase alkB homolog 3-like","evm.model.Contig1593.5",10.3425694436938,10.4042489625917,10.4564607526753,10.4660379903461,1.00596365528253,0.99498218504144,"frontloaded","XM_022434262.1","LOC111101679","crg:105340036","GO:0006259;GO:0006950;GO:0016491",279
"20"," amyloid protein-binding protein 2-like","evm.model.Contig420.80",10.0228491480522,10.429589217951,10.3393310845449,10.4598258349205,1.04058128221733,0.972200860489986,"frontloaded","XM_022460349.1","LOC111119832","crg:105324652","GO:0003674;GO:0008219",797
"21"," anaphase-promoting complex subunit 10-like","evm.model.Contig739.19",9.98630423762698,10.0307297364402,10.040959192604,9.92735204220023,1.00444864263657,0.984306798523608,"frontloaded","XM_022469831.1","LOC111125748","crg:105331482","GO:0005634;GO:0009056;GO:0032991",185
"22"," androglobin-like","evm.model.Contig116.1",9.78433929521424,10.0419102662347,10.0585523445467,10.1638646942846,1.02632482002606,0.984551782589622,"frontloaded","XM_022438689.1","LOC111104629","crg:105325259","GO:0005622;GO:0008233",1978
"23"," androglobin-like","evm.model.Contig328.69.2",10.7652752400085,10.8754533672202,10.8472777026302,10.9524374753831,1.01023458525261,0.999465462865834,"frontloaded","XM_022438662.1","LOC111104629","crg:105325259","GO:0005622;GO:0008233",1978
"24"," anillin-like","evm.model.Contig486.22",10.1271044519793,10.2467674128929,10.1701215990583,10.2816146938169,1.01181610809694,0.999156665263362,"frontloaded","XM_022486416.1","LOC111135930","crg:105332001","",1334
"25"," ankyrin and armadillo repeat-containing protein-like","evm.model.Contig1074.24",9.96567429183252,10.2909527219113,10.2318289390994,10.4385585861061,1.03263988171331,0.987957740634995,"frontloaded","XM_022448765.1","LOC111111666","crg:105340499;crg:105344399","GO:0003674;GO:0007155",1471
"26"," ankyrin repeat domain-containing protein 54-like","evm.model.Contig466.20",10.2023541067684,10.2471019750411,10.2461079325154,10.2007264422493,1.00438603363542,0.991223316919146,"frontloaded","XM_022472871.1","LOC111127614","crg:105338463","GO:0003674",226
"27"," annexin A4-like","evm.model.Contig126.55",10.6069311509708,10.7612780190319,10.7364822530959,10.6649827220202,1.01455151031569,0.979093221636962,"frontloaded","XM_022471324.1","LOC111126580","crg:105317894","GO:0008289;GO:0043167",551
"28"," AP-4 complex subunit beta-1-like","evm.model.Contig1341.11",9.74330923713231,9.77112124120387,10.1659577674331,9.84990762656775,1.00285447206844,0.966153076156728,"frontloaded","XM_022457919.1","LOC111118438","crg:105341710","GO:0003674;GO:0005737;GO:0016192;GO:0032991",537
"29"," arginine/serine-rich protein PNISR-like","evm.model.Contig140.69",11.0079059167566,11.0615301932747,11.0108436491365,11.0410570418321,1.004871433034,0.997882847630098,"frontloaded","XM_022437067.1","LOC111103655","crg:105345297","",817
"30"," armadillo repeat-containing protein 2-like","evm.model.Contig328.3.1",10.6626545643594,10.7294580720411,10.7277624086727,10.7926302111553,1.00626518539811,0.999782897304645,"frontloaded","XM_022437717.1","LOC111104021","crg:105347406","GO:0003674",868
"31"," armadillo repeat-containing protein 3-like","evm.model.Contig133.66",11.0831284513511,11.3315402875449,11.2368476761535,11.3172019697263,1.02241351232951,0.985072039724848,"frontloaded","XM_022469821.1","LOC111125740","crg:105327398","GO:0003674",905
"32"," armadillo repeat-containing protein 4-like","evm.model.Contig81.168",11.4502205791099,11.7425772988473,11.6060023695269,11.8568453302867,1.02553284608951,0.996177951201925,"frontloaded","XM_022468145.1","LOC111124887","crg:105345247","GO:0003674",1071
"33"," armadillo repeat-containing protein 8-like","evm.model.Contig108.90.1",10.2061338415167,10.3106030479342,10.3776923150315,10.2980763703802,1.01023592361611,0.982273686428211,"frontloaded","XM_022472436.1","LOC111127316","crg:105329821","GO:0003674",676
"34"," arrestin domain-containing protein 17-like","evm.model.Contig848.38",10.2674532920887,10.3455852704531,10.2551152584388,10.3027490248777,1.0076096745845,0.997057594861972,"frontloaded","XM_022476545.1","LOC111129978","crg:105344324","",397
"35"," aspartate aminotransferase, cytoplasmic-like","evm.model.Contig279.12",10.4216799162099,10.5469748936242,10.4480139594483,10.5214841369558,1.01202253172441,0.995068730059895,"frontloaded","XM_022484227.1","LOC111134810","crg:105330192","GO:0006520;GO:0009058;GO:0043167",407
"36"," ataxin-10-like","evm.model.Contig416.43",10.3597370691865,10.4734718809023,10.3927087158026,10.4427926979738,1.01097854230819,0.993907490710436,"frontloaded","XM_022441275.1","LOC111106553","crg:105337728","",479
