"","Protein_name","Airradians.TranscriptID","baseMeanNAIVE_control","baseMeanHABITUATED_control","baseMeanNAIVE_response","baseMeanHABITUATED_response","ControlRatio","ResponseRatio","Frontloaded_criteria","Cvirginica_TranscriptID","Cvirginica_GeneID","Cgigas_KEGGID","Annotation_GO_ID","Cvirginica_length"
"1"," 2-oxoisovalerate dehydrogenase subunit beta, mitochondrial-like","rna-XM_069274467.1",11.5700105723077,11.7337406428555,11.687258743376,11.667217146875,1.01415124640765,0.984355320897985,"frontloaded","XM_022437615.1","LOC111103958","crg:105348639","GO:0003674",322
"2"," 33 kDa inner dynein arm light chain, axonemal-like","rna-XM_069249480.1",12.7181840301047,12.9104373084275,12.8126401309451,12.8181980861449,1.0151164095336,0.985536020780759,"frontloaded","XM_022488315.1","LOC111137068","crg:105333630","",257
"3"," A-kinase anchor protein 17A-like","rna-XM_069275132.1",11.2663856154401,11.3992783193681,11.1647075388111,11.1626613437148,1.0117955046511,0.988160870351534,"frontloaded","XM_022471567.1","LOC111126732","crg:105334149","",593
"4"," acetyl-coenzyme A synthetase, cytoplasmic-like","rna-XM_069272005.1",11.3988511763743,11.4871524249837,11.3966640270135,11.4841291090962,1.00774650420846,0.999928669790994,"frontloaded","XM_022459297.1","LOC111119284","crg:105318496","GO:0005975;GO:0006091;GO:0006790;GO:0009056;GO:0009058;GO:0016874;GO:0034641;GO:0043167;GO:0044281;GO:0051186",683
"5"," acetylcholinesterase-like","rna-XM_069250917.1",11.6108200845243,11.6875045902989,11.6384091073045,11.6972021913353,1.00660457273615,0.998457259076218,"frontloaded","XM_022453964.1","LOC111115278","crg:105322690","",631
"6"," acyl-protein thioesterase 1-like","rna-XM_069272298.1",11.2464184932779,11.4904475688372,11.2608497632425,11.4473385933668,1.02169838119622,0.994971541477744,"frontloaded","XM_022461872.1","LOC111120865","crg:105344824","GO:0003674",225
"7"," adenylate kinase 7-like","rna-XM_069260572.1",12.072542002966,12.1805694532612,12.0669563348567,12.1578596556525,1.00894819419711,0.99859759830057,"frontloaded","XM_022477192.1","LOC111130301","crg:105348169","GO:0016301;GO:0034641;GO:0043167;GO:0044281",704
"8"," adenylate kinase 7-like","rna-XM_069260574.1",12.0955542442943,12.2207425809086,12.1359337475271,12.194513923812,1.01034994627661,0.994533632319855,"frontloaded","XM_022477192.1","LOC111130301","crg:105348169","GO:0016301;GO:0034641;GO:0043167;GO:0044281",704
"9"," adenylosuccinate synthetase-like","rna-XM_069260478.1",11.5543085188766,11.6367611697771,11.582442791936,11.5871080827514,1.00713609566214,0.99331440328192,"frontloaded","XM_022476918.1","LOC111130166","crg:105319827","GO:0006520;GO:0009058;GO:0016874;GO:0034641;GO:0043167",443
"10"," ADP-ribosylation factor-like protein 3","rna-XM_069264906.1",12.3347591707449,12.3786095283275,12.295664817865,12.3176866916254,1.00355502340788,0.998242252919324,"frontloaded","XM_022467166.1","LOC111124314","crg:105329638","GO:0043167",238
"11"," ADP-ribosylation factor-like protein 6","rna-XM_069244979.1",11.6936783688657,11.7823699963488,11.6801388702445,11.7399379859978,1.00758457900803,0.997553701571948,"frontloaded","XM_022440816.1","LOC111106228","crg:105333845","GO:0043167",188
"12"," ADP-ribosylation factor-like","rna-XM_069262336.1",11.5066937047509,11.6829259005338,11.553497007615,11.5368346964322,1.01531562413189,0.98349497296654,"frontloaded","XM_022459790.1","LOC111119545","crg:105338307","GO:0043167",188
"13"," ADP-ribosylation factor 4-like","rna-XM_069284489.1",11.7489726895129,11.8426890959795,11.7864529925336,11.7874503166005,1.00797656177636,0.992170506792287,"frontloaded","XM_022433687.1","LOC111101253","crg:109617057","GO:0043167",236
"14"," advillin-like","rna-XM_069251637.1",12.3951162843299,12.4112307863265,12.4126278598266,12.4245190893095,1.00130006864211,0.999658370021472,"frontloaded","XM_022464576.1","LOC111122703","crg:105321001","GO:0007010;GO:0008092",832
"15"," alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C-like","rna-XM_069275787.1",11.119694968364,11.7670305658384,11.4928601342261,11.4003763806328,1.0582152297627,0.937382973226413,"frontloaded","XM_022489837.1","LOC111138032","crg:105342679","",498
"16"," aminomethyltransferase, mitochondrial-like","rna-XM_069286506.1",11.362541683219,11.5448178098165,11.5016120126405,11.4742038371141,1.01604184448156,0.981866071601686,"frontloaded","XM_022441052.1","LOC111106392","crg:105333231","GO:0006520;GO:0008168;GO:0009056",404
"17"," amyloid protein-binding protein 2-like","rna-XM_069271155.1",11.3738459249756,11.64366843967,11.6120854736366,11.6205202156,1.02372306750717,0.977536218451015,"frontloaded","XM_022460349.1","LOC111119832","crg:105324652","GO:0003674;GO:0008219",797
"18"," anillin-like","rna-XM_069256203.1",11.2591934040567,11.5462183933832,11.5642538993187,11.4588222512232,1.02549250013088,0.966250820961323,"frontloaded","XM_022486416.1","LOC111135930","crg:105332001","",1334
"19"," ankyrin repeat and EF-hand domain-containing protein 1-like","rna-XM_069260639.1",12.0030237617136,12.1000394547925,12.0544569284563,12.0238863646749,1.00808260443409,0.989466495472296,"frontloaded","XM_022477594.1","LOC111130486","crg:105345890","GO:0043167",784
"20"," AP-1 complex subunit sigma-2","rna-XM_069247392.1",11.5521989172175,11.6775774368833,11.5186302689245,11.6324464120055,1.01085321682602,0.999038269434967,"frontloaded","XM_022483678.1","LOC111134551","crg:105344281","GO:0005737;GO:0016192;GO:0032991",161
"21"," AP-4 complex subunit beta-1-like","rna-XM_069246309.1",11.2094135348769,11.2649368336418,11.4306304240722,11.2210845597605,1.00495327419157,0.976829535071682,"frontloaded","XM_022457919.1","LOC111118438","crg:105341710","GO:0003674;GO:0005737;GO:0016192;GO:0032991",537
"22"," arachidonate 5-lipoxygenase-like","rna-XM_069274159.1",11.3960478290408,11.7428002347792,11.7286043201256,11.8035662110393,1.03042742632711,0.976673706263026,"frontloaded","XM_022468515.1","LOC111125061","crg:105333319","GO:0006520;GO:0006950;GO:0016491;GO:0034641;GO:0043167",730
"23"," arfaptin-2-like","rna-XM_069253094.1",11.3492118880157,11.563801906216,11.3757484793772,11.3620148283007,1.01890792244587,0.980258081712386,"frontloaded","XM_022469485.1","LOC111125555","crg:105331149","GO:0003674",357
"24"," arfaptin-2-like","rna-XM_069273934.1",11.2670516991689,11.416172295638,11.6340700346703,11.0699442854019,1.0132351035968,0.93908203785089,"frontloaded","XM_022469485.1","LOC111125555","crg:105331149","GO:0003674",357
"25"," arginyl-tRNA--protein transferase 1-like","rna-XM_069274455.1",11.6688825486552,11.7402703452291,11.7478430019234,11.7425595539149,1.00611779202303,0.993472404737247,"frontloaded","XM_022439947.1","LOC111105590","crg:105348638","GO:0006464;GO:0009056;GO:0016746",526
"26"," armadillo repeat-containing protein 2-like","rna-XM_069277973.1",11.7542893683911,11.8227568362798,11.7926750881966,11.80123378577,1.00582489215152,0.994930401587889,"frontloaded","XM_022437717.1","LOC111104021","crg:105347406","GO:0003674",868
"27"," armadillo repeat-containing protein 3-like","rna-XM_069274643.1",11.7226238537946,12.1205617986359,11.8539726535855,11.8521520771874,1.0339461497532,0.967019816832567,"frontloaded","XM_022469821.1","LOC111125740","crg:105327398","GO:0003674",905
"28"," armadillo repeat-containing protein 4-like","rna-XM_069251667.1",11.8353126720943,12.6947714309945,12.3805358635757,12.4007700830124,1.07261817095265,0.933821917665464,"frontloaded","XM_022468144.1","LOC111124887","crg:105345247","GO:0003674",1071
"29"," armadillo repeat-containing protein 8-like","rna-XM_069252179.1",11.2638505518892,11.4282756466445,11.4591789022405,11.2232516998839,1.01459759200442,0.965320159106101,"frontloaded","XM_022472436.1","LOC111127316","crg:105329821","GO:0003674",676
"30"," ATP-dependent DNA helicase Q5-like","rna-XM_069259657.1",11.2971018240356,11.2983406277233,11.2293543933933,11.2122895499555,1.00010965676923,0.998370858071093,"frontloaded","XM_022467147.1","LOC111124294","crg:105335240","GO:0004386;GO:0006259;GO:0016887;GO:0043167",1356
"31"," axonemal dynein light chain domain-containing protein 1-like","rna-XM_069264201.1",11.1832397153041,11.7288970827711,11.3155755478558,11.3701859524723,1.0487924234263,0.958079124668367,"frontloaded","XM_022469808.1","LOC111125735","crg:105327469","",1102
"32"," baculoviral IAP repeat-containing protein 2-like","rna-XM_069248328.1",11.3861387970432,11.4932736944859,11.5700293159653,11.4376178518666,1.0094092386675,0.97934079876567,"frontloaded","XM_022435637.1","LOC111102770","crg:105325768","",861
"33"," Bardet-Biedl syndrome 1 protein homolog","rna-XM_069260473.1",11.701037799435,11.7440356432443,11.698525219961,11.6943004417158,1.00367470343626,0.995978935105769,"frontloaded","XM_022479566.1","LOC111131840","crg:105320874","GO:0003674;GO:0005623;GO:0005929;GO:0022607;GO:0032991",593
"34"," basal body-orientation factor 1-like","rna-XM_069260835.1",12.1315378494754,12.2720477264422,12.1841822830565,12.2104844315341,1.01158219829259,0.990684409379553,"frontloaded","XM_022476430.1","LOC111129900","crg:105320847","GO:0005815;GO:0005929",532
"35"," beta-mannosidase-like","rna-XM_069263467.1",11.2498588342047,11.3232771120002,11.3425076536775,11.237630641755,1.00652615102798,0.984329746346017,"frontloaded","XM_022466536.1","LOC111123884","crg:105318173;crg:105318172","GO:0005975;GO:0016798",915
"36"," calcium-binding mitochondrial carrier protein Aralar2-like","rna-XM_069264262.1",11.823725438226,11.9135929029325,11.802274129326,11.7997933067475,1.00760060483272,0.992248115486694,"frontloaded","XM_022480137.1","LOC111132332","crg:105328804","GO:0022857;GO:0043167",697
"37"," calcium-regulated heat stable protein 1-like","rna-XM_069267677.1",11.6059325724958,11.89433928609,11.7385115216545,11.626931398967,1.02484993875268,0.966477615875719,"frontloaded","XM_022462358.1","LOC111121200","crg:105334617","GO:0003674",140
"38"," calcyphosin-like protein","rna-XM_069248621.1",11.721890483621,11.8902191156329,11.8780377155433,11.9002928333593,1.01436019490603,0.987690211943871,"frontloaded","XM_022461755.1","LOC111120787","crg:105344817","GO:0043167",209
"39"," calmodulin-like protein 12","rna-XM_069258867.1",11.4027349314531,11.4289946682472,11.4089033322663,11.4026350098317,1.00230293319558,0.997154196750729,"frontloaded","XM_022476255.1","LOC111129799","crg:105328000","GO:0043167",484
"40"," calpain-9-like","rna-XM_069254005.1",11.5355983913578,11.5837325965881,11.5520115053745,11.5900104089796,1.004172666523,0.99912037933926,"frontloaded","XM_022453914.1","LOC111115251","crg:105318780","GO:0005622;GO:0008233",830
"41"," carbohydrate sulfotransferase 11-like","rna-XM_069285794.1",11.4928634387849,11.6272124586253,11.6177487716708,11.544002141266,1.0116897777961,0.982170884947239,"frontloaded","XM_022435351.1","LOC111102559","crg:105324635","GO:0003674;GO:0005575;GO:0005975;GO:0009058",447
"42"," carboxypeptidase E-like","rna-XM_069268317.1",11.7400021230868,11.8027581976178,11.8059422527912,11.7049527648263,1.00534549090136,0.986174290809736,"frontloaded","XM_022461490.1","LOC111120630","crg:105329096","GO:0008233;GO:0043167",502
